tsne_1,tsne_2,validation_position,dataset_index,label_id,label,experiment
32.59796,-8.858839,751,2431,3,Happiness,pretrained_ce
-21.47995,-27.762875,752,4135,4,Sadness,pretrained_ce
-19.193779,21.464397,754,11872,6,Neutral,pretrained_ce
15.074907,33.25812,755,6425,5,Anger,pretrained_ce
-20.006899,15.491422,757,1565,0,Surprise,pretrained_ce
-31.772453,5.330056,758,10874,6,Neutral,pretrained_ce
-3.2048063,7.287746,759,5285,3,Happiness,pretrained_ce
42.397972,-0.15876992,763,1205,3,Happiness,pretrained_ce
-14.366636,-17.451921,764,9538,2,Disgust,pretrained_ce
40.41065,3.9182696,766,5716,3,Happiness,pretrained_ce
-29.359802,5.7818627,769,11031,6,Neutral,pretrained_ce
8.33462,0.14584032,770,10827,6,Neutral,pretrained_ce
-25.915632,-3.318345,774,11456,6,Neutral,pretrained_ce
22.360476,-3.8849874,775,445,3,Happiness,pretrained_ce
-22.739922,15.83457,776,10092,6,Neutral,pretrained_ce
3.0292337,-6.0340056,777,2250,2,Disgust,pretrained_ce
22.688242,-8.011598,778,1938,3,Happiness,pretrained_ce
-25.392038,7.159054,779,11397,6,Neutral,pretrained_ce
25.11074,-0.2707072,780,5519,3,Happiness,pretrained_ce
-23.507421,5.0499687,783,10964,6,Neutral,pretrained_ce
8.267788,2.5504568,784,5604,3,Happiness,pretrained_ce
37.969337,-7.06892,786,7858,3,Happiness,pretrained_ce
-22.945597,-13.509667,787,656,4,Sadness,pretrained_ce
-19.74715,-27.659637,788,4932,4,Sadness,pretrained_ce
35.032722,-19.105316,792,2658,3,Happiness,pretrained_ce
47.80866,-5.419948,793,1884,3,Happiness,pretrained_ce
-31.830765,11.351528,795,10696,6,Neutral,pretrained_ce
23.95882,2.038361,796,1981,3,Happiness,pretrained_ce
43.427097,-9.293435,799,3343,3,Happiness,pretrained_ce
-12.398758,0.50492084,800,10804,6,Neutral,pretrained_ce
-14.452791,-8.054949,801,10931,6,Neutral,pretrained_ce
47.536087,-1.9556311,803,4497,3,Happiness,pretrained_ce
31.92283,-11.267244,804,2088,3,Happiness,pretrained_ce
-25.26688,-7.4780755,805,7597,3,Happiness,pretrained_ce
36.75479,4.3426285,808,688,3,Happiness,pretrained_ce
-29.475521,-7.021356,809,4580,4,Sadness,pretrained_ce
-25.855627,2.4468281,810,11899,6,Neutral,pretrained_ce
21.270023,-19.123129,813,848,3,Happiness,pretrained_ce
-8.802579,2.3838005,814,11088,6,Neutral,pretrained_ce
-29.60631,-5.0615025,815,9696,2,Disgust,pretrained_ce
-9.4907055,-10.251717,816,10480,6,Neutral,pretrained_ce
-29.778942,-5.0303636,817,12248,6,Neutral,pretrained_ce
4.139229,17.858652,818,3014,3,Happiness,pretrained_ce
-29.03687,-6.8050127,820,8418,4,Sadness,pretrained_ce
-1.2006423,3.2398417,822,10456,6,Neutral,pretrained_ce
11.880676,-3.5027065,825,8097,3,Happiness,pretrained_ce
35.099236,-0.7870121,826,1137,3,Happiness,pretrained_ce
44.759907,2.5460548,827,3088,3,Happiness,pretrained_ce
-12.306263,-30.251514,829,6283,3,Happiness,pretrained_ce
-39.48454,11.60188,830,10602,6,Neutral,pretrained_ce
-9.099767,-4.7648315,832,4387,0,Surprise,pretrained_ce
28.366991,-8.639469,833,2071,3,Happiness,pretrained_ce
27.809551,11.869271,835,7911,3,Happiness,pretrained_ce
12.82129,33.50727,836,3782,5,Anger,pretrained_ce
9.585607,24.992292,838,6793,5,Anger,pretrained_ce
-39.572266,1.3373861,839,11714,6,Neutral,pretrained_ce
-35.02523,1.3132162,841,8440,4,Sadness,pretrained_ce
0.2356952,-11.91893,842,825,2,Disgust,pretrained_ce
3.160376,-5.70505,844,7092,4,Sadness,pretrained_ce
-33.87124,9.729959,848,10368,6,Neutral,pretrained_ce
4.3756046,0.6250469,851,244,3,Happiness,pretrained_ce
33.083565,-5.803135,852,5802,3,Happiness,pretrained_ce
-26.96278,-13.005856,855,4230,4,Sadness,pretrained_ce
45.46903,-8.787114,856,2275,3,Happiness,pretrained_ce
-4.1700606,-9.566541,857,7294,5,Anger,pretrained_ce
36.068375,3.6067967,860,873,3,Happiness,pretrained_ce
31.50923,1.8581867,861,3061,3,Happiness,pretrained_ce
-20.893055,-34.889412,862,8293,4,Sadness,pretrained_ce
35.201958,-13.071926,863,2744,3,Happiness,pretrained_ce
12.828909,0.44964397,864,3358,3,Happiness,pretrained_ce
20.404728,2.2436903,865,2013,3,Happiness,pretrained_ce
-12.109528,-10.44098,866,9608,2,Disgust,pretrained_ce
-23.519754,-10.587398,867,8660,4,Sadness,pretrained_ce
-12.442052,-27.14463,869,4007,0,Surprise,pretrained_ce
41.177357,8.797436,872,3159,3,Happiness,pretrained_ce
-16.626574,-23.32321,874,5149,4,Sadness,pretrained_ce
-12.679954,5.9421363,875,5650,2,Disgust,pretrained_ce
-13.840344,-35.15217,877,8435,4,Sadness,pretrained_ce
33.50308,-2.3766627,878,1184,3,Happiness,pretrained_ce
-21.859726,10.036528,883,11549,6,Neutral,pretrained_ce
-3.8649094,-13.62665,884,9541,2,Disgust,pretrained_ce
-29.149086,7.6518564,885,12008,6,Neutral,pretrained_ce
39.135063,8.097527,886,2446,3,Happiness,pretrained_ce
-16.18189,1.2924929,887,11118,6,Neutral,pretrained_ce
26.22948,-3.4386756,888,2741,3,Happiness,pretrained_ce
45.050808,4.448471,889,6896,3,Happiness,pretrained_ce
10.938767,29.496933,891,767,5,Anger,pretrained_ce
11.5276575,30.991482,893,9213,1,Fear,pretrained_ce
-12.317099,-26.84796,894,616,4,Sadness,pretrained_ce
-17.352468,-4.3487453,896,11515,6,Neutral,pretrained_ce
26.827404,-11.460751,898,6440,3,Happiness,pretrained_ce
45.08303,-12.555363,899,1703,3,Happiness,pretrained_ce
13.072537,35.96379,900,595,5,Anger,pretrained_ce
-19.133812,10.543882,902,6243,0,Surprise,pretrained_ce
-11.499813,0.26520684,904,11050,6,Neutral,pretrained_ce
-17.54644,-16.280252,908,7245,4,Sadness,pretrained_ce
-13.594085,-27.979965,911,138,4,Sadness,pretrained_ce
-12.178719,2.7902703,912,10084,6,Neutral,pretrained_ce
-35.574776,11.581367,914,11935,6,Neutral,pretrained_ce
-9.277519,17.077662,915,4446,0,Surprise,pretrained_ce
-20.921543,-3.7696838,916,11788,6,Neutral,pretrained_ce
-16.894884,32.230553,917,5379,0,Surprise,pretrained_ce
-6.0308733,7.195443,918,10772,6,Neutral,pretrained_ce
-17.160587,-19.916494,919,8456,4,Sadness,pretrained_ce
-19.777199,16.143356,920,12012,6,Neutral,pretrained_ce
-16.57303,28.069159,922,8073,0,Surprise,pretrained_ce
47.98621,3.3070598,923,2956,3,Happiness,pretrained_ce
36.539993,-18.558054,924,2649,3,Happiness,pretrained_ce
-26.253773,15.0418415,926,11072,6,Neutral,pretrained_ce
37.145905,-5.8548064,927,2193,3,Happiness,pretrained_ce
24.090002,-2.4058292,928,6850,3,Happiness,pretrained_ce
-19.672792,31.877005,929,2329,0,Surprise,pretrained_ce
48.272346,-3.947014,931,4851,3,Happiness,pretrained_ce
-9.43099,-12.164545,932,11758,6,Neutral,pretrained_ce
25.868748,5.2005057,934,442,3,Happiness,pretrained_ce
-36.804646,3.3774247,935,10232,6,Neutral,pretrained_ce
9.634619,31.472279,936,94,5,Anger,pretrained_ce
40.495567,-10.177519,938,1912,3,Happiness,pretrained_ce
18.0012,1.3758794,941,895,3,Happiness,pretrained_ce
31.649273,5.081177,942,6351,3,Happiness,pretrained_ce
-24.889313,13.171192,943,11583,6,Neutral,pretrained_ce
-31.544592,-6.3210397,944,3706,4,Sadness,pretrained_ce
-21.936676,-13.085418,945,7043,4,Sadness,pretrained_ce
40.541187,4.2511363,947,5099,3,Happiness,pretrained_ce
-27.128263,-14.939768,949,5467,4,Sadness,pretrained_ce
-23.559155,8.123845,950,9875,6,Neutral,pretrained_ce
-24.083258,1.7473238,951,11859,6,Neutral,pretrained_ce
-12.012325,37.548355,955,4698,0,Surprise,pretrained_ce
-25.094982,8.516446,957,11270,6,Neutral,pretrained_ce
-9.061304,18.910233,960,12013,6,Neutral,pretrained_ce
-9.555349,-18.438255,964,8556,5,Anger,pretrained_ce
-17.137178,36.070263,967,238,0,Surprise,pretrained_ce
14.8368,-4.7341223,969,875,3,Happiness,pretrained_ce
-22.023811,-4.624502,971,8025,4,Sadness,pretrained_ce
24.781717,14.623309,974,5412,3,Happiness,pretrained_ce
25.983007,10.09608,976,8129,3,Happiness,pretrained_ce
19.369555,3.1622045,977,4494,3,Happiness,pretrained_ce
-15.873876,26.975744,978,8630,0,Surprise,pretrained_ce
-10.39452,-10.217162,981,7469,2,Disgust,pretrained_ce
-10.433121,-26.13884,982,3029,4,Sadness,pretrained_ce
38.581833,-1.8816384,983,5104,3,Happiness,pretrained_ce
-37.36584,14.636688,985,10758,6,Neutral,pretrained_ce
13.103412,-8.118141,986,2633,3,Happiness,pretrained_ce
-12.284325,2.2006414,987,11624,6,Neutral,pretrained_ce
14.738562,-3.1106339,988,5648,3,Happiness,pretrained_ce
-28.546307,3.9231434,989,11500,6,Neutral,pretrained_ce
-37.23748,2.6281657,990,5504,4,Sadness,pretrained_ce
-10.176379,-2.8138058,991,9755,6,Neutral,pretrained_ce
-14.037904,33.576656,992,7462,0,Surprise,pretrained_ce
16.841532,-0.69851136,993,1767,3,Happiness,pretrained_ce
-4.1752515,7.546179,995,6230,3,Happiness,pretrained_ce
7.6079664,30.669333,996,1170,0,Surprise,pretrained_ce
28.400877,7.8081894,997,1514,3,Happiness,pretrained_ce
39.621353,4.3886576,999,3693,3,Happiness,pretrained_ce
-16.791368,-34.79948,1003,8732,4,Sadness,pretrained_ce
-13.90026,3.406269,1004,5045,3,Happiness,pretrained_ce
41.485188,4.943755,1005,6248,3,Happiness,pretrained_ce
-20.225306,-0.24602918,1007,12104,6,Neutral,pretrained_ce
34.07464,-1.7294343,1008,2208,3,Happiness,pretrained_ce
15.338234,32.7074,1009,4915,5,Anger,pretrained_ce
32.05805,7.835942,1010,8161,3,Happiness,pretrained_ce
-4.123827,-14.07237,1012,8318,2,Disgust,pretrained_ce
-7.82227,-17.871975,1013,9664,2,Disgust,pretrained_ce
20.074226,2.4772112,1014,707,3,Happiness,pretrained_ce
-17.522758,-23.191156,1015,7389,4,Sadness,pretrained_ce
36.513885,-9.526554,1016,6620,3,Happiness,pretrained_ce
-39.66769,6.1276894,1017,12151,6,Neutral,pretrained_ce
-14.741685,-36.35308,1018,1795,4,Sadness,pretrained_ce
18.992867,-6.5565095,1019,455,3,Happiness,pretrained_ce
24.181252,7.832372,1020,7272,3,Happiness,pretrained_ce
10.643772,7.9912996,1021,8148,3,Happiness,pretrained_ce
-10.0351095,-22.24851,1024,1156,1,Fear,pretrained_ce
5.4265223,25.835064,1026,9517,2,Disgust,pretrained_ce
-28.54413,9.438249,1027,11694,6,Neutral,pretrained_ce
-12.914054,-32.67213,1032,9094,3,Happiness,pretrained_ce
40.60456,-10.488692,1035,2697,3,Happiness,pretrained_ce
-9.982185,-28.32179,1037,5971,4,Sadness,pretrained_ce
-12.260852,-22.23261,1038,8290,3,Happiness,pretrained_ce
30.624666,-2.303331,1039,1807,3,Happiness,pretrained_ce
31.548796,-7.4455156,1041,8731,3,Happiness,pretrained_ce
29.855732,-0.5776027,1042,8567,3,Happiness,pretrained_ce
-10.697488,-1.2855468,1043,9872,6,Neutral,pretrained_ce
-37.108635,10.6079445,1044,11675,6,Neutral,pretrained_ce
38.109215,2.717108,1045,7827,3,Happiness,pretrained_ce
-1.9476615,4.314398,1046,3065,3,Happiness,pretrained_ce
-18.444378,24.719992,1047,7832,3,Happiness,pretrained_ce
47.416626,-3.495537,1050,2026,3,Happiness,pretrained_ce
-12.591161,-9.352926,1051,12064,6,Neutral,pretrained_ce
-22.153957,-25.088577,1054,6056,4,Sadness,pretrained_ce
-11.212002,-10.081447,1055,8815,2,Disgust,pretrained_ce
-24.494593,-13.977042,1056,6039,4,Sadness,pretrained_ce
-16.21134,6.6981587,1058,10483,6,Neutral,pretrained_ce
-7.3104086,28.013918,1061,3641,0,Surprise,pretrained_ce
-26.175238,11.549773,1062,9254,1,Fear,pretrained_ce
16.58024,-12.269696,1063,916,3,Happiness,pretrained_ce
7.67774,25.847103,1065,1312,2,Disgust,pretrained_ce
32.324696,3.0688555,1066,6581,3,Happiness,pretrained_ce
41.19617,-1.1355052,1067,5834,3,Happiness,pretrained_ce
-12.172497,37.741985,1069,5954,0,Surprise,pretrained_ce
-26.948475,9.436269,1071,11280,6,Neutral,pretrained_ce
41.65804,-3.5958192,1072,5369,3,Happiness,pretrained_ce
26.507664,-4.827176,1073,5035,3,Happiness,pretrained_ce
43.32833,0.6389567,1077,4987,3,Happiness,pretrained_ce
9.504252,-7.1436954,1080,8049,3,Happiness,pretrained_ce
9.785676,24.564295,1082,7340,5,Anger,pretrained_ce
35.148373,-5.4157696,1084,3208,3,Happiness,pretrained_ce
-28.798735,-2.0898643,1085,11497,6,Neutral,pretrained_ce
-23.393726,-34.68595,1088,5901,4,Sadness,pretrained_ce
-29.864054,12.914592,1089,11704,6,Neutral,pretrained_ce
-10.107497,35.66781,1091,6720,0,Surprise,pretrained_ce
24.408495,-14.287097,1094,3022,3,Happiness,pretrained_ce
-25.920946,-19.039879,1097,1430,4,Sadness,pretrained_ce
24.27167,6.1845255,1098,6116,3,Happiness,pretrained_ce
29.305166,-10.141536,1100,1363,3,Happiness,pretrained_ce
-11.355649,-0.6522149,1101,7065,2,Disgust,pretrained_ce
23.53089,-6.095107,1102,3551,3,Happiness,pretrained_ce
42.304905,4.867387,1104,6251,3,Happiness,pretrained_ce
-10.925796,-11.9513855,1105,8471,2,Disgust,pretrained_ce
35.300697,-8.332319,1107,1797,3,Happiness,pretrained_ce
21.39222,-1.6684495,1110,2502,3,Happiness,pretrained_ce
-4.892865,-14.695816,1112,3330,2,Disgust,pretrained_ce
-13.220924,25.138649,1114,5846,0,Surprise,pretrained_ce
-35.9482,5.185444,1115,11712,6,Neutral,pretrained_ce
-6.7116995,28.003553,1116,4443,0,Surprise,pretrained_ce
-20.741476,-22.938745,1117,10705,6,Neutral,pretrained_ce
12.450307,31.690418,1119,8498,5,Anger,pretrained_ce
-19.692575,17.76171,1120,7648,0,Surprise,pretrained_ce
-23.19627,-17.50881,1122,1409,2,Disgust,pretrained_ce
43.366142,-12.576001,1123,2536,3,Happiness,pretrained_ce
11.458428,29.89732,1128,5531,5,Anger,pretrained_ce
-11.989408,36.376663,1129,2126,0,Surprise,pretrained_ce
-15.063167,2.7991617,1130,10846,6,Neutral,pretrained_ce
25.597908,5.77894,1131,872,3,Happiness,pretrained_ce
-25.099016,-2.013603,1132,10751,6,Neutral,pretrained_ce
-26.212029,0.84872496,1133,10300,6,Neutral,pretrained_ce
-18.032352,34.688885,1134,6647,0,Surprise,pretrained_ce
8.660944,-5.6203847,1135,2524,3,Happiness,pretrained_ce
-20.045975,-36.609055,1136,4103,4,Sadness,pretrained_ce
-22.275911,-18.477419,1138,4217,4,Sadness,pretrained_ce
-38.818382,7.041327,1139,12053,6,Neutral,pretrained_ce
33.145718,-0.09660185,1143,8370,3,Happiness,pretrained_ce
-15.176394,-24.282255,1144,7741,4,Sadness,pretrained_ce
29.34803,-1.3001832,1145,1879,3,Happiness,pretrained_ce
35.939297,-20.220604,1146,2451,3,Happiness,pretrained_ce
-12.998181,34.98669,1147,6089,0,Surprise,pretrained_ce
33.39069,-15.420907,1148,6015,3,Happiness,pretrained_ce
27.204834,-6.098661,1149,1174,3,Happiness,pretrained_ce
17.066622,-9.296129,1151,3994,4,Sadness,pretrained_ce
-6.4368224,-6.3605976,1153,9714,2,Disgust,pretrained_ce
-21.609497,-23.952,1155,1875,4,Sadness,pretrained_ce
-38.298656,9.761144,1156,12180,6,Neutral,pretrained_ce
-25.676977,-10.06774,1157,8039,3,Happiness,pretrained_ce
2.9157012,20.993439,1158,9316,1,Fear,pretrained_ce
-13.908264,-5.2507544,1161,62,2,Disgust,pretrained_ce
-23.46586,-32.643448,1163,5913,4,Sadness,pretrained_ce
10.5623255,-12.420659,1164,733,3,Happiness,pretrained_ce
25.868576,7.2537904,1165,1739,3,Happiness,pretrained_ce
-15.461582,27.099062,1167,1429,4,Sadness,pretrained_ce
-14.17918,31.55542,1168,4767,0,Surprise,pretrained_ce
-7.9287133,25.082775,1170,7158,0,Surprise,pretrained_ce
-15.46845,-15.657239,1171,739,4,Sadness,pretrained_ce
2.9220872,20.812572,1174,9325,1,Fear,pretrained_ce
11.713181,35.278862,1175,1317,5,Anger,pretrained_ce
-9.395511,-6.9394913,1176,8452,4,Sadness,pretrained_ce
-32.38688,-4.279156,1177,11700,6,Neutral,pretrained_ce
37.758728,-20.027401,1180,4246,3,Happiness,pretrained_ce
34.141212,-2.93281,1181,5291,3,Happiness,pretrained_ce
-3.1773746,-10.686877,1182,6897,3,Happiness,pretrained_ce
-10.38691,25.695251,1183,583,0,Surprise,pretrained_ce
-13.272194,-10.645331,1186,9137,4,Sadness,pretrained_ce
-15.94022,10.866921,1187,6335,5,Anger,pretrained_ce
28.847664,-11.52839,1190,2172,3,Happiness,pretrained_ce
-18.25953,26.758028,1191,7347,0,Surprise,pretrained_ce
-26.318747,-4.0820713,1193,10774,6,Neutral,pretrained_ce
-16.791332,33.23766,1194,4679,0,Surprise,pretrained_ce
-19.99154,-32.86203,1195,978,4,Sadness,pretrained_ce
10.688945,-5.498691,1198,7981,3,Happiness,pretrained_ce
16.235428,11.206773,1199,9639,2,Disgust,pretrained_ce
20.83542,3.709934,1202,1520,3,Happiness,pretrained_ce
-13.402809,-22.932522,1203,1110,4,Sadness,pretrained_ce
-2.2118208,6.1887774,1204,11818,6,Neutral,pretrained_ce
-27.25974,-7.257241,1205,11344,6,Neutral,pretrained_ce
-22.910227,-20.788866,1208,6984,4,Sadness,pretrained_ce
2.806165,0.8955509,1210,477,3,Happiness,pretrained_ce
-7.0723557,7.247275,1211,10437,6,Neutral,pretrained_ce
-17.679571,7.338222,1212,10635,6,Neutral,pretrained_ce
-13.772332,32.63707,1213,2239,0,Surprise,pretrained_ce
28.216003,5.6072187,1214,581,3,Happiness,pretrained_ce
10.528618,35.309544,1217,6285,5,Anger,pretrained_ce
-33.28119,-1.0932373,1220,10131,6,Neutral,pretrained_ce
-16.811668,30.069975,1221,6738,0,Surprise,pretrained_ce
21.75369,16.357506,1223,898,0,Surprise,pretrained_ce
-10.387777,4.7552147,1224,4003,2,Disgust,pretrained_ce
-24.715221,3.699874,1225,11745,6,Neutral,pretrained_ce
-24.180815,-25.697567,1227,4139,4,Sadness,pretrained_ce
-16.713507,1.7536008,1229,11739,6,Neutral,pretrained_ce
34.00638,-7.0763,1230,3196,3,Happiness,pretrained_ce
-18.49813,-10.511763,1231,8455,2,Disgust,pretrained_ce
29.93212,-2.1494098,1232,3142,3,Happiness,pretrained_ce
-39.842804,4.278448,1233,9905,6,Neutral,pretrained_ce
-7.326867,24.994043,1234,5115,0,Surprise,pretrained_ce
24.914448,1.4456593,1235,3255,3,Happiness,pretrained_ce
36.08788,1.4970795,1236,1976,3,Happiness,pretrained_ce
-10.048796,32.0894,1237,4355,0,Surprise,pretrained_ce
28.410069,-7.084772,1238,2435,3,Happiness,pretrained_ce
6.6199737,6.753463,1240,10425,6,Neutral,pretrained_ce
34.99965,-1.5643224,1241,3589,3,Happiness,pretrained_ce
-33.48493,3.6161065,1243,11453,6,Neutral,pretrained_ce
-32.399727,6.080656,1247,11312,6,Neutral,pretrained_ce
47.71918,4.079045,1249,8014,3,Happiness,pretrained_ce
-34.075584,8.549641,1250,11036,6,Neutral,pretrained_ce
-35.531345,1.6934992,1253,10192,6,Neutral,pretrained_ce
-9.149142,24.579117,1254,992,0,Surprise,pretrained_ce
38.000233,-19.925413,1257,4406,3,Happiness,pretrained_ce
-13.645961,-29.397663,1258,1974,4,Sadness,pretrained_ce
-10.242693,33.450455,1259,1837,0,Surprise,pretrained_ce
23.356758,-4.5336614,1262,4256,3,Happiness,pretrained_ce
37.0564,4.6482816,1263,2370,3,Happiness,pretrained_ce
21.0593,-8.210453,1264,8419,3,Happiness,pretrained_ce
-16.157162,34.66377,1265,4046,0,Surprise,pretrained_ce
30.8083,-14.785898,1266,4510,3,Happiness,pretrained_ce
-23.326271,5.954896,1269,12251,6,Neutral,pretrained_ce
26.148247,3.7709007,1270,2549,3,Happiness,pretrained_ce
-28.514198,-8.071386,1271,10258,6,Neutral,pretrained_ce
-17.522327,-33.77857,1272,6735,4,Sadness,pretrained_ce
-19.862963,18.326017,1273,2280,0,Surprise,pretrained_ce
11.834739,27.822111,1274,5466,5,Anger,pretrained_ce
-30.816978,12.313388,1275,9958,6,Neutral,pretrained_ce
-21.642263,-28.14407,1277,7024,4,Sadness,pretrained_ce
-9.659209,29.047726,1278,2815,0,Surprise,pretrained_ce
18.808872,-8.525115,1280,5595,3,Happiness,pretrained_ce
34.39566,0.057040934,1281,7125,3,Happiness,pretrained_ce
-14.143793,1.3774812,1282,9492,2,Disgust,pretrained_ce
25.793207,-16.279264,1283,2868,3,Happiness,pretrained_ce
-19.27108,-27.363712,1284,5841,4,Sadness,pretrained_ce
-4.435251,-9.099123,1285,9530,2,Disgust,pretrained_ce
-19.78589,1.6517214,1286,4689,3,Happiness,pretrained_ce
-15.227521,28.743559,1287,5546,0,Surprise,pretrained_ce
-12.448068,-13.1364355,1288,9637,2,Disgust,pretrained_ce
3.2423954,-7.5592203,1291,2320,3,Happiness,pretrained_ce
10.775432,26.622889,1293,1316,5,Anger,pretrained_ce
29.730589,-3.617145,1294,5339,3,Happiness,pretrained_ce
-14.230696,-26.30813,1296,9384,1,Fear,pretrained_ce
33.188797,-3.5097888,1300,3889,3,Happiness,pretrained_ce
-2.8368666,-13.4778385,1301,9493,2,Disgust,pretrained_ce
37.04725,1.9125872,1303,3792,3,Happiness,pretrained_ce
12.2117405,29.403013,1304,7002,5,Anger,pretrained_ce
-19.970291,-19.102947,1306,5441,4,Sadness,pretrained_ce
33.9784,-10.062365,1307,5493,3,Happiness,pretrained_ce
28.911314,-12.536152,1308,3121,3,Happiness,pretrained_ce
47.15696,-5.8144646,1309,3894,3,Happiness,pretrained_ce
41.014458,-11.851087,1310,3677,3,Happiness,pretrained_ce
14.35183,-13.210279,1311,584,4,Sadness,pretrained_ce
-38.52966,13.385151,1312,1344,0,Surprise,pretrained_ce
-25.790731,-16.947777,1313,9086,4,Sadness,pretrained_ce
-19.832985,-21.123964,1314,5487,4,Sadness,pretrained_ce
-26.074368,8.554637,1316,11287,6,Neutral,pretrained_ce
-6.2963085,-28.257013,1317,12269,6,Neutral,pretrained_ce
43.402428,-7.898177,1318,5988,3,Happiness,pretrained_ce
-3.6641555,-15.22152,1319,4775,2,Disgust,pretrained_ce
-3.5011964,-12.816344,1321,9567,2,Disgust,pretrained_ce
-15.13141,30.529205,1325,2443,0,Surprise,pretrained_ce
1.2813376,21.349047,1326,6519,5,Anger,pretrained_ce
5.136911,27.554964,1327,8808,0,Surprise,pretrained_ce
-11.550731,-21.74709,1330,6665,4,Sadness,pretrained_ce
40.1402,-7.551539,1331,8059,3,Happiness,pretrained_ce
16.078247,31.824615,1333,1240,5,Anger,pretrained_ce
33.981277,3.1415303,1334,6856,3,Happiness,pretrained_ce
9.459928,-0.49925825,1335,5724,3,Happiness,pretrained_ce
-22.398106,4.3895392,1339,10119,6,Neutral,pretrained_ce
-31.400301,13.974,1340,12259,6,Neutral,pretrained_ce
-17.979315,-26.31737,1342,4970,4,Sadness,pretrained_ce
35.037716,1.1814488,1343,5074,3,Happiness,pretrained_ce
-11.819249,22.514015,1346,589,0,Surprise,pretrained_ce
12.892431,34.84405,1347,9114,5,Anger,pretrained_ce
20.312075,7.684274,1349,7712,5,Anger,pretrained_ce
-22.495203,-1.4521424,1351,9076,3,Happiness,pretrained_ce
-26.190355,-17.943033,1352,1,4,Sadness,pretrained_ce
-11.466209,-28.338844,1353,8399,4,Sadness,pretrained_ce
-17.737274,7.360301,1356,11962,6,Neutral,pretrained_ce
-15.858147,-34.86383,1358,4480,4,Sadness,pretrained_ce
-23.020535,-27.265316,1359,3086,4,Sadness,pretrained_ce
20.948309,4.5096946,1360,2897,3,Happiness,pretrained_ce
11.674496,30.657038,1361,4233,5,Anger,pretrained_ce
43.54924,-10.354962,1363,3249,3,Happiness,pretrained_ce
-12.495338,-36.30083,1365,6373,4,Sadness,pretrained_ce
-23.702898,12.208936,1367,10768,6,Neutral,pretrained_ce
-14.149367,38.70809,1368,6208,0,Surprise,pretrained_ce
-23.309721,-1.7189144,1369,11028,6,Neutral,pretrained_ce
-11.590406,-25.696463,1370,7017,4,Sadness,pretrained_ce
-27.685747,-19.917534,1372,5660,4,Sadness,pretrained_ce
-38.412975,5.68801,1373,10078,6,Neutral,pretrained_ce
32.210564,2.86818,1375,373,3,Happiness,pretrained_ce
32.04955,-0.7928678,1376,5839,3,Happiness,pretrained_ce
-33.25721,14.876547,1377,11775,6,Neutral,pretrained_ce
-28.188007,-1.884298,1378,9995,6,Neutral,pretrained_ce
-9.5819235,26.375093,1379,7115,0,Surprise,pretrained_ce
38.875996,6.8254437,1380,429,3,Happiness,pretrained_ce
26.12097,-14.508409,1381,384,3,Happiness,pretrained_ce
-23.141388,-24.198145,1383,7539,4,Sadness,pretrained_ce
38.728188,-6.569673,1384,1599,3,Happiness,pretrained_ce
-5.073625,-2.4855113,1385,9626,2,Disgust,pretrained_ce
44.139595,4.103938,1386,3822,3,Happiness,pretrained_ce
12.099959,5.2152967,1387,4784,3,Happiness,pretrained_ce
42.74249,-14.362324,1388,1735,3,Happiness,pretrained_ce
-18.371723,32.031033,1390,3085,0,Surprise,pretrained_ce
-16.574837,12.693146,1391,12074,6,Neutral,pretrained_ce
-17.551807,14.123068,1393,11172,6,Neutral,pretrained_ce
-28.53057,-6.7769146,1396,10251,6,Neutral,pretrained_ce
18.423439,3.8931825,1397,2357,3,Happiness,pretrained_ce
41.381004,-10.090793,1400,1543,3,Happiness,pretrained_ce
-25.124622,-5.672537,1401,11936,6,Neutral,pretrained_ce
10.975474,31.201498,1403,1088,5,Anger,pretrained_ce
-27.176575,-5.457535,1405,2384,2,Disgust,pretrained_ce
45.486702,-5.7180314,1407,2567,3,Happiness,pretrained_ce
16.05455,33.630444,1410,4653,5,Anger,pretrained_ce
-22.166367,2.7361884,1411,11913,6,Neutral,pretrained_ce
-36.71663,11.174093,1412,10901,6,Neutral,pretrained_ce
26.436644,2.2145934,1413,4282,3,Happiness,pretrained_ce
-10.930204,-5.902202,1414,11681,6,Neutral,pretrained_ce
41.814896,-3.4100573,1415,1917,3,Happiness,pretrained_ce
22.147907,-15.020085,1416,2081,3,Happiness,pretrained_ce
21.900059,-16.714735,1422,2636,3,Happiness,pretrained_ce
-33.694508,8.803077,1423,12058,6,Neutral,pretrained_ce
-3.359188,16.689222,1424,9394,1,Fear,pretrained_ce
14.97064,31.520622,1425,6364,2,Disgust,pretrained_ce
1.7451686,19.88574,1427,9303,1,Fear,pretrained_ce
36.30366,-7.538308,1428,5141,3,Happiness,pretrained_ce
9.795111,29.551916,1429,7338,5,Anger,pretrained_ce
38.424053,0.59459823,1431,4819,3,Happiness,pretrained_ce
43.474854,-4.1867404,1433,1411,3,Happiness,pretrained_ce
-9.137265,24.040617,1435,8254,0,Surprise,pretrained_ce
-12.552909,-26.215925,1436,1365,4,Sadness,pretrained_ce
-9.137531,33.871643,1437,4395,0,Surprise,pretrained_ce
2.7037566,1.9453474,1438,5249,3,Happiness,pretrained_ce
23.580496,0.911715,1439,972,3,Happiness,pretrained_ce
-30.000202,1.5596708,1440,11032,6,Neutral,pretrained_ce
